filename,label
IMG_0096_ddpxqdzq.srs.jpg,nodefect
IMG_0087_sqvda0se.mbb.jpg,nodefect
IMG_0099_twmodta2.w55.jpg,nodefect
RIMG0784_nflic42j.dhu.jpg,nodefect
RIMG1684_on3qnkru.acf.jpg,nodefect
RIMG1550_slg2ur5y.vi3.jpg,nodefect
RIMG0809_tpwk5v52.ygf.jpg,nodefect
RIMG1663_r2lse03y.gme.jpg,nodefect
RIMG0892_wd1pbk0e.egr.jpg,nodefect
RIMG0812_nw5tmdxs.hpf.jpg,nodefect
029_wxhd31up.qdh.jpg,scaling
007_baqr5g4e.ldd.jpg,scaling
DSCN0345_p3e1xe0e.nuu.jpg,scaling
OR-18178_4.JPG,scaling
RIMG1790_prdkpzlq.mte.jpg,scaling
RIMG1790_uadcqfuk.c3x.jpg,scaling
DSCN0345_ygwkipjt.4jv.jpg,scaling
007_0gn3srta.gzh.jpg,scaling
O-11611_6.JPG,scaling
WA-9217C_8.JPG,scaling
006_lhyh41my.wku.jpg,efflorescence
009_l2h04qqt.mcp.jpg,efflorescence
014_kfqissy0.djk.jpg,efflorescence
035_oq1eccs0.3sa.jpg,efflorescence
RIMG7191_deih0oza.w50.jpg,efflorescence
011_ydot2jud.izc.jpg,efflorescence
IMG_2005_sax3lgci.1ln.jpg,efflorescence
106_0g24bhkk.lh1.jpg,efflorescence
RIMG0950_ddixog5u.la3.jpg,efflorescence
014_uqjh533x.fz1.jpg,efflorescence
001_kwmsqgk2.yfv.jpg,cracks
005_j3jkrxyt.i2n.jpg,cracks
crack63.jpg,cracks
FL-580075-FLD-DC-VI-011-096-DSCF2185_5gd52qez.yhq.jpg,cracks
RIMG7196_mubc31fi.jrp.jpg,cracks
OR-18277-08142016-FLD-DC-VIC-005-NG3-1_33kglj5d.kdb.jpg,cracks
NV-B636-05022016-FLD-DC-VIC-004-WW31-1_bs3ao0ha.yvw.jpg,cracks
CA-560760L_11.JPG,cracks
RIMG2409_1f4i3a41.nts.jpg,cracks
031_s0b2izj1.evt.jpg,cracks
006_qmgnp53n.zni.jpg,spalling
014_sohkhol0.43g.jpg,spalling
025_hu2fme5n.eca.jpg,spalling
OR-07562A_9.JPG,spalling
RIMG1825_3r0tdeuf.ayl.jpg,spalling
RIMG2127_5nv1uguk.4ll.jpg,spalling
NV-I2699S-05092016-FLD-DC-VIC-001-BG5-1_5ma3bxg1.i1g.jpg,spalling
023_yyiedc0c.kvv.jpg,spalling
AL-014011         -FLD-DC-VI-011-013-DSCF2067_upwyyywu.ghc.jpg,spalling
WA-9810B_11.JPG,spalling
