filename,label
RIMG2156_hka521bi.izq.jpg,nodefect
RIMG2150_et2i4o1y.3sf.jpg,nodefect
RIMG2167_5dcijahr.wor.jpg,nodefect
RIMG2150_g2zpa2t4.f5v.jpg,nodefect
RIMG2156_5pyxhytb.goh.jpg,nodefect
RIMG3050_saaqcth0.y34.jpg,scaling
RIMG4434_qpznaykv.5x3.jpg,scaling
OR-18178_4.JPG,scaling
DSCN0344_xvgvemjc.a34.jpg,scaling
NV-B1805_4.JPG,scaling
007_drdnswnb.xeb.jpg,efflorescence
RIMG7190_dcll3cpk.v2t.jpg,efflorescence
RIMG7494_nmiwnmqz.1dc.jpg,efflorescence
012_gnmw02bi.01e.jpg,efflorescence
012_ku1atxyg.fbt.jpg,efflorescence
FL-580075-FLD-DC-VI-011-096-DSCF2185_pgw4vhsk.4sz.jpg,cracks
NV-B636-05022016-FLD-DC-VIC-004-AW11-1_5bqtlsh1.tfo.jpg,cracks
OR-11611-08252016-FLD-DC-VIC-005-RB3-1_jegu1di3.ihs.jpg,cracks
RIMG3657_35pojp35.oen.jpg,cracks
001_avlr5wdk.yoi.jpg,cracks
008_dbmvtunk.fa2.jpg,spalling
DSCF3994_13fry1zh.0yr.jpg,spalling
IMG_2284_zgizxld2.r05.jpg,spalling
IMG_1998_uv5ez2ei.irf.jpg,spalling
IMG_2049_xvowjymr.c3u.jpg,spalling
